医药机构ID,原定点医疗机构ID,机构名称,机构地址,机构类型,医院等级,医保基金使用等级,归属区划,定点标志,有效标志
"D45D09EBA13804F2E053C0A884B57C68","6036","苏州民健医药连锁有限公司景山店","苏州高新区马涧路景山公寓7号楼欧乐福超市内","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA13C04F2E053C0A884B57C68","6209","苏州市吴中区城区长寿堂药店有限公司文溪店","苏州市吴中经济开发区越溪街道文溪花苑商业街899号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA14604F2E053C0A884B57C68","6569","苏州市诚元堂大药房有限公司","苏州市吴中区甪直镇晓南路196号105号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA14E04F2E053C0A884B57C68","6424","苏州州安药房有限公司","苏州高新区通安镇真山路218号17幢103室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA15304F2E053C0A884B57C68","4184","苏州市公安局卫生所","苏州市大石头巷15号","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA15704F2E053C0A884B57C68","6018","苏州市采芝灵药房连锁有限公司滨河路店","苏州高新区何山花园1幢商业房6室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA15B04F2E053C0A884B57C68","6474","苏州鑫福堂药房有限公司","苏州市姑苏区白塔西路127号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D3A04F2E053C0A884B57C68","6170","江苏思派大药房有限公司苏州分公司","苏州市城北东路988号万宝世纪商务广场2幢113、114、115、116室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA02E04F2E053C0A884B57C68","6154","江苏百佳惠瑞丰大药房连锁有限公司苏州锦邻缘店","苏州市解放东路157号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9B4604F2E053C0A884B57C68","5536","苏州广仁堂药房有限公司","苏州相城经济开发区如元路太阳花园门面房1幢103-104室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B4F04F2E053C0A884B57C68","5535","苏州永乐康大药房有限公司","苏州市相城区望亭镇御亭路320号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B5304F2E053C0A884B57C68","5725","苏州星诚医药连锁总店星玉店","苏州市相城区元和街道阳澄湖路88号紫玉坊1幢105、106、107室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B5804F2E053C0A884B57C68","5723","苏州星诚医药连锁总店珍珠湖店","苏州市相城区渭塘镇玉盘路181号6幢133-135室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B6404F2E053C0A884B57C68","5543","苏州市相城区蠡口供销社药店","苏州相城区蠡口镇万里路197号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B6804F2E053C0A884B57C68","5517","苏州市相城区陆慕神怡药店有限公司","苏州市相城区元和镇采莲路1109号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B6C04F2E053C0A884B57C68","5526","苏州市相城区晓春堂药房有限公司","元和街道湖沁花园","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B7504F2E053C0A884B57C68","4888","苏州高新区东渚镇龙景花苑五区社区卫生服务站","苏州高新区东渚镇龙景花苑五区物业楼","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EB9ABC04F2E053C0A884B57C68","5509","苏州诚德堂药房有限公司","苏州市吴中经济开发区越溪街道吴山街消防通道南侧18号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9ACA04F2E053C0A884B57C68","5287","苏州市宝带大药房有限公司","苏州市吴中区木渎枫华广场1幢149、152室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9ADD04F2E053C0A884B57C68","4705","苏州市吴中高新区新景苑社区卫生服务站","苏州市吴中区龙西路368号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AE104F2E053C0A884B57C68","4711","苏州市吴中区城南街道东湖社区卫生服务站","苏州市吴中经济开发区东湖社区200号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AE604F2E053C0A884B57C68","4718","苏州市吴中区城南街道红庄社区卫生服务站","苏州市吴中区城南街道红庄新村二区","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AEA04F2E053C0A884B57C68","4724","苏州市吴中区香山街道舟山花园社区卫生服务站","苏州市吴中区香山街道香山北路西侧（舟山花园二期二区东门）","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AF904F2E053C0A884B57C68","4743","苏州市吴中区金庭丙汇社区卫生服务站","苏州市吴中区金庭镇丙汇村","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AFD04F2E053C0A884B57C68","4751","苏州市吴中区木渎镇香溪社区卫生服务站","苏州市吴中区木渎镇香溪社区羡园街111号","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B0204F2E053C0A884B57C68","4313","苏州相城济民门诊部","苏州市相城区元和街道安元路元和集贸中心","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B0604F2E053C0A884B57C68","5846","苏州健生源医药连锁有限公司相城区渭中药店","苏州市相城区渭塘镇渭星街202号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B1904F2E053C0A884B57C68","4818","相城区渭塘镇凤凰泾社区卫生服务站","相城区渭塘镇凤凰泾村向北200米","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B1D04F2E053C0A884B57C68","4824","相城区渭塘镇渭西社区卫生服务站","相城区渭塘镇渭西村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B2104F2E053C0A884B57C68","4832","相城区阳澄湖镇澄苑社区卫生服务站","相城区阳澄湖镇澄苑社区一期","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B0904F2E053C0A884B57C68","5841","苏州健生源医药连锁有限公司相城区东桥西街药店","苏州市相城区黄埭镇东桥西街21号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B0E04F2E053C0A884B57C68","5842","苏州健生源医药连锁有限公司相城区玉盘药店","苏州市相城区渭塘镇玉盘路农贸市场商业街25-26号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B2D04F2E053C0A884B57C68","4854","相城区黄埭镇斜桥社区卫生服务站","苏州市相城区黄埭镇斜桥村","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9B3104F2E053C0A884B57C68","5416","苏州市君顺药店有限公司","苏州市吴中区胥口镇东欣村善底桥98号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B3504F2E053C0A884B57C68","5549","苏州天一医药连锁总店黄埭店","黄埭镇春丰路G幢343号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA1A204F2E053C0A884B57C68","4432","吴中经济技术开发区越溪谭福泉中医诊所（综合）","苏州吴中经济开发区越溪街道苏街198号1幢四楼","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB993404F2E053C0A884B57C68","4514","苏州十全诊所","苏州十全街945号","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA07904F2E053C0A884B57C68","5028","华润苏州礼安医药连锁总店有限公司第二十八医药商店","苏州市人民北路3333号108、109室","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9D6504F2E053C0A884B57C68","6357","苏州民健医药连锁有限公司万泾店","苏州市相城区元和街道万泾花园15-商8号门面","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D5004F2E053C0A884B57C68","4078","苏州相城元和民健内科诊所","苏州市相城区元和街道万泾花园15-商8号门面","诊所","无等级","一级及以下","相城区","1","1"
"D45D09EB9E4404F2E053C0A884B57C68","4401","姑苏区姬晓琳口腔诊所","苏州市姑苏区人民路3188号2幢105室","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9C7304F2E053C0A884B57C68","5924","苏州市采芝灵药房连锁有限公司科技城店","苏州高新区科新路8号立德商务广场3号楼101部分面积","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9A2F04F2E053C0A884B57C68","5514","苏州市吴中区胥口康仁药店有限公司","苏州市吴中区胥口镇灵山路888号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9DD104F2E053C0A884B57C68","6870","苏州全亿健康药房连锁有限公司银湖路店","苏州市吴中区东山镇银湖路2号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B8904F2E053C0A884B57C68","5564","苏州市相城区东桥健华民药房有限公司","相城区黄埭镇东桥长康北路22号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9BA504F2E053C0A884B57C68","4387","苏州牙博士口腔门诊部","苏州工业园区苏雅路368号1幢139室、140室、141室","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EBA00104F2E053C0A884B57C68","6782","苏州民健医药连锁有限公司尚峰店","苏州市吴中区胥口镇灵山路18号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E7504F2E053C0A884B57C68","5575","苏州市相城区阳澄湖镇天诚药房有限公司","阳澄湖镇（湘城）凤阳路10号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9BDE04F2E053C0A884B57C68","5621","苏州工业园区伟安药店有限公司","苏州工业园区方洲路655号2幢107室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA02D04F2E053C0A884B57C68","6306","苏州星诚医药连锁总店中市桥店","苏州相城经济技术开发区漕湖街道黄畦路3号2幢105室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9AAF04F2E053C0A884B57C68","5492","苏州市百佳惠苏禾荣寿堂大药房有限公司","苏州市吴中经济开发区红庄新村三区1幢102室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9DCF04F2E053C0A884B57C68","6886","苏州全亿健康药房连锁有限公司蓝岸店","苏州工业园区淞江路218号蓝岸花园27商铺101-201室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9E5104F2E053C0A884B57C68","6254","苏州全亿健康药房连锁有限公司湖岸名家店","苏州市吴中区郭巷街道通达路1555号21幢107、108室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A5E04F2E053C0A884B57C68","5703","苏州心连心医药连锁有限公司凌港店","苏州市吴中区甪直镇晓市路106号8幢102室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9AB904F2E053C0A884B57C68","5506","苏州郭巷姜庄药房有限公司","苏州市吴中区郭巷街道姜庄路80号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9BC104F2E053C0A884B57C68","5135","苏州雷允上国药连锁总店有限公司胜浦药店","苏州工业园区胜浦镇中胜路1号东景公寓9幢106室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA05304F2E053C0A884B57C68","6291","苏州星诚医药连锁总店阳澄湖店","苏州市相城区黄桥街道胡湾村旺盛路（巨联电子）沿街3间门面一楼","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9C1804F2E053C0A884B57C68","4264","百得（苏州）科技有限公司医务室","苏州工业园区出口区加工苏虹中路200号","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9C2404F2E053C0A884B57C68","4659","苏州高新区浒墅关镇龙华社区卫生服务站","苏州高新区浒墅关镇红叶花园11幢","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EB9C2804F2E053C0A884B57C68","5885","苏州健生源医药连锁有限公司高新区学府路药店","苏州高新区学府路168-31号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9C2D04F2E053C0A884B57C68","4774","苏州市吴中区光福镇府巷社区卫生服务站","苏州市吴中区光福镇府巷村","诊所","无等级","一级及以下","吴中区","1","1"
"D45D09EB9C3104F2E053C0A884B57C68","5879","江苏海王星辰健康药房连锁有限公司苏州姑香苑店","苏州市姑香苑23幢-7","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA0B304F2E053C0A884B57C68","4993","苏州市姑苏区双塔街道里河社区卫生服务站","苏州市姑苏区里河新村84-4一楼南侧","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA0C104F2E053C0A884B57C68","6006","苏州市天源堂药房有限公司","苏州高新区横塘学府路168-30号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA16A04F2E053C0A884B57C68","6584","苏州市迎春堂大药房有限公司","苏州市吴中区长蠡路808号石湖景苑三区10幢一楼02室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA16F04F2E053C0A884B57C68","6210","苏州九华堂药房有限公司","苏州市吴中区木渎镇木东公路24号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA17304F2E053C0A884B57C68","6709","苏州民健医药连锁有限公司东环店","苏州工业园区东兴路98号","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA17C04F2E053C0A884B57C68","6713","苏州市采芝灵药房连锁有限公司湖语店","苏州工业园区展业路15号湖语花园7幢108室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA18904F2E053C0A884B57C68","6489","江苏百佳惠瑞丰大药房连锁有限公司苏州新街店","苏州市吴中区临湖镇新街","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA03704F2E053C0A884B57C68","4490","苏州工业园区魏丹丹口腔诊所","苏州工业园区九华路110号商业幢102室","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EBA03B04F2E053C0A884B57C68","6208","苏州美加康医药连锁有限公司苏蠡店","苏州市吴中区苏蠡路4号-2、4号-3","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA03F04F2E053C0A884B57C68","6095","华润苏州礼安医药连锁总店有限公司现代传媒广场医药商店","苏州工业园区苏州大道东265号B1层B042-B043","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EBA04D04F2E053C0A884B57C68","6816","苏州德健源百姓大药房有限公司","苏州市高新区珠江路121号阳光假日新苑55幢101-8室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA05204F2E053C0A884B57C68","6299","苏州星诚医药连锁总店莲花店","苏州市相城区经济技术开发区北桥街道凤湖路8号拾鲤花园39幢商铺115、116室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA05704F2E053C0A884B57C68","6019","苏州市采芝灵药房连锁有限公司宝带熙岸店","苏州高新区宝带熙岸花园1幢103室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA06304F2E053C0A884B57C68","6557","苏州民健医药连锁有限公司胥口店","苏州市吴中区胥口镇胥欣路155号胥江湾商业楼137室、140室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA06804F2E053C0A884B57C68","4889","苏州高新区镇湖街道寺桥社区卫生服务站","高新区镇湖街道寺桥西街","诊所","无等级","一级及以下","高新区","1","1"
"D45D09EBA07104F2E053C0A884B57C68","6857","国药控股苏州康民医药有限公司明基药店","苏州高新区竹园路181号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA08404F2E053C0A884B57C68","4683","苏州姑苏区邦贝口腔诊所","苏州市姑苏区干将西路496号、492号二楼","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA08804F2E053C0A884B57C68","6465","苏州市九州大药房连锁有限公司十梓街店","苏州市姑苏区十梓街413号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA09C04F2E053C0A884B57C68","6383","苏州甘草堂大药房有限公司","苏州市高新区横塘镇文化北路52号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA0A004F2E053C0A884B57C68","6734","苏州雷允上国药连锁总店有限公司宝龙药店","苏州高新区滨河路337号M-L1-027-1铺位","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9DE304F2E053C0A884B57C68","6894","苏州国泽堂大药房连锁有限公司松园店","苏州高新区何山路361号松馨楼2楼商铺","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9F7A04F2E053C0A884B57C68","6647","苏州民健医药连锁有限公司人民街店","苏州市相城区元和街道全贞坊35号113B室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9C3804F2E053C0A884B57C68","5896","苏州粤海永熙堂医药连锁有限公司康博药房","苏州高新区塔园路338号1幢9室","药店","无等级","一级及以下","高新区","1","1"
"D45D09EBA16404F2E053C0A884B57C68","6236","苏州市满信药房有限公司","苏州市吴中区木渎镇金山路180-1号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA05404F2E053C0A884B57C68","6344","苏州星诚医药连锁总店星渭店","苏州市相城区渭塘镇何家湾珍珠街22号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9DE604F2E053C0A884B57C68","6240","苏州医泽堂大药房有限公司","苏州市吴中区木渎镇孙庄东路12号门面房","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D9204F2E053C0A884B57C68","6069","苏州雷允上国药连锁总店有限公司杜良济药店","苏州工业园区汇隆街5号A98号、A99号商位","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9C8B04F2E053C0A884B57C68","4921","苏州姑苏区致雅口腔诊所","苏州市南环东路788号南环汇邻广场3号楼2层","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9CAB04F2E053C0A884B57C68","4917","苏州姑苏区锦诚口腔诊所","苏州市道前街232号202室","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E1504F2E053C0A884B57C68","6656","苏州市万泰药房有限公司依福店","苏州市相城区元和街道万宇名都花园15#104、15#105一层商铺","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9F9404F2E053C0A884B57C68","6244","苏州民健医药连锁有限公司甪直店","苏州市吴中区甪直镇南沙路29号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E6804F2E053C0A884B57C68","6449","苏州民健医药连锁有限公司庄先湾店","苏州市宏葑新村14幢5-7号店面","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9E8204F2E053C0A884B57C68","6764","苏州康顺大药房有限公司","苏州市高新区枫津大街385号一层","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9EDB04F2E053C0A884B57C68","6028","苏州粤海永熙堂医药连锁有限公司石湖小区店","苏州高新区横塘石湖一区134-38号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9DA604F2E053C0A884B57C68","6852","苏州国泽堂大药房连锁有限公司文德店","苏州市相门后庄94、96号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB99CD04F2E053C0A884B57C68","5260","苏州健生源医药连锁有限公司吴中区海藏药店","苏州市吴中区甪直镇海藏路8-11号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9ED504F2E053C0A884B57C68","5882","苏州健生源医药连锁有限公司鸿丰药品大卖场","苏州高新区馨泰花苑商业房3-1号G、H座","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9EF804F2E053C0A884B57C68","4681","华润苏州礼安医药连锁总店有限公司同德堂景德路中医诊所","苏州市景德路73号","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9A0804F2E053C0A884B57C68","5432","苏州健生源医药连锁有限公司吴中区胥口孙武路药店","苏州市吴中区胥口镇孙武路624-3、4、5号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9FC804F2E053C0A884B57C68","6225","苏州市汇百药房有限公司","吴中区胥口镇合丰村合丰路218号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9C6704F2E053C0A884B57C68","5966","苏州国泽堂大药房连锁有限公司灵峰店","苏州市相城区北桥街道灵峰工业园好美佳超市","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9D4904F2E053C0A884B57C68","6520","苏州白云大药房有限公司甪直分店","苏州市吴中区甪直镇甪胜路27号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9B5104F2E053C0A884B57C68","5726","苏州星诚医药连锁总店北桥店","北桥镇北贸街东1号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9A6D04F2E053C0A884B57C68","5804","苏州健生源医药连锁有限公司郭盛药品大卖场","苏州市吴中区郭巷郭新西路78号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9BA604F2E053C0A884B57C68","4388","苏州工业园区拜博玲珑口腔诊所","苏州工业园区玲珑街58号1—223室","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EBA13D04F2E053C0A884B57C68","5839","苏州健生源医药连锁有限公司相城区木巷药店","苏州市相城区元和街道阳澄湖中路29号百汇商业广场2幢41、42、110、111、119室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9EE104F2E053C0A884B57C68","6546","苏州开开心心大药房连锁有限公司吴中木顺店","苏州市吴中区木渎镇花苑路20幢1号,2 号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A1704F2E053C0A884B57C68","5452","苏州济林堂大药房有限公司","苏州市吴中区长蠡路99号（苏州市吴中区科技创业园）门面房99-1号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A3504F2E053C0A884B57C68","5050","华润苏州礼安医药连锁总店有限公司新特药商店","苏州高新区金色家园84幢28号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9A6404F2E053C0A884B57C68","5755","苏州东吴医药连锁总店有限公司第八药店","苏州市吴中区天灵路204号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9A8304F2E053C0A884B57C68","5828","苏州健生源医药连锁有限公司吴中区吴中西路药店","苏州市吴中区吴中西路200号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EBA19704F2E053C0A884B57C68","6729","苏州苏佳惠药房有限公司","苏州市吴中区木渎镇翠坊二村9幢1号1层","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D2B04F2E053C0A884B57C68","6122","苏州开开心心大药房连锁有限公司姑苏区埃禾店","苏州市埃河沿2-4号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9B9E04F2E053C0A884B57C68","5848","苏州健生源医药连锁有限公司园区胜浦中胜路药店","苏州工业园区胜浦镇中胜路丽景华庭商铺109-1","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9B0704F2E053C0A884B57C68","5840","苏州健生源医药连锁有限公司相城区蠡口药店","苏州市相城区元和街道蠡明街45-46号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB99F804F2E053C0A884B57C68","4021","苏州万豪诊所","新庄一村87幢西单元后","诊所","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9BC204F2E053C0A884B57C68","5136","苏州工业园区聚春堂药房有限公司","苏州工业园区车坊镇普惠路淞泽家园一区商业门面房","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9DBF04F2E053C0A884B57C68","6287","苏州祥春堂药店有限公司","苏州市相城区黄埭镇裴阳路1号阅湖生活广场2幢A02","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9FFF04F2E053C0A884B57C68","6769","江苏百佳惠苏禾大药房连锁有限公司维乐店","苏州市吴中区甪直镇维乐邻里生活广场38幢106、107、108室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9F9A04F2E053C0A884B57C68","6671","华润苏州礼安医药连锁总店有限公司第八十三医药商店","苏州工业园区方洲路468号兆佳巷邻里中心3幢111、112、113室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9FBF04F2E053C0A884B57C68","6759","苏州市采芝灵药房连锁有限公司新庄分店","苏州市姑苏区西环路3103号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA03D04F2E053C0A884B57C68","6303","苏州市相城区阳澄湖镇天诚药房有限公司中西店","苏州市相城区阳澄湖镇金宅路63号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B6D04F2E053C0A884B57C68","5521","苏州市百利康大药房","苏州市相城区元和镇相城大道89号香城花园一区7幢101室","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B9C04F2E053C0A884B57C68","5643","苏州粤海永熙堂医药连锁有限公司唯亭分公司","苏州工业园区唯亭镇青苑商业广场24、25号","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9FCE04F2E053C0A884B57C68","6481","江苏安心堂药房有限公司苏州第八十九分店","苏州吴中经济开发区城南街道龙南社区塘湾里3号房，门牌307-309号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E8104F2E053C0A884B57C68","6766","苏州翔泰医药科技有限公司","苏州市高新区镇湖街道长秀路1000号秀岸花园二区配套服务管理用房第01幢第101-5商铺","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9C3A04F2E053C0A884B57C68","5900","苏州健生源医药连锁有限公司唯兴药品大卖场","苏州工业园区胜浦兴浦路15号吴淞商业广场1幢109室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9D8604F2E053C0A884B57C68","6732","苏州工业园区三元堂药房有限公司","中国（江苏）自由贸易试验区苏州片区苏州工业园区阳浦路150号第1-17号店面","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9DCE04F2E053C0A884B57C68","6889","苏州全亿健康药房连锁有限公司新街口店","苏州工业园区方洲路599号5幢104室","药店","无等级","一级及以下","工业园区","1","1"
"D45D09EB9FCC04F2E053C0A884B57C68","6535","苏州佳森药房有限公司","苏州市吴中区胥口镇采香一村商铺2号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB99A204F2E053C0A884B57C68","5039","华润苏州礼安医药连锁总店有限公司第三十九医药商店","苏州市吴中区东吴北路177号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E3F04F2E053C0A884B57C68","6382","苏州白云大药房有限公司建林分店","苏州市高新区浒关分区建林路806号-42","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9B3A04F2E053C0A884B57C68","5592","苏州市相城区双一合药店有限公司","苏州市相城区黄埭镇方桥路8号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EBA0A904F2E053C0A884B57C68","6462","苏州市九州大药房连锁有限公司葑门店","苏州市姑苏区葑门路25号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EB9DFA04F2E053C0A884B57C68","6193","江苏安心堂药房有限公司苏州第八十八分店","苏州市吴中区临湖镇浦庄浦南路1801号、1802号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9D4804F2E053C0A884B57C68","6409","苏州市高新区时代大药房有限责任公司","苏州高新区长江路511-2号","药店","无等级","一级及以下","高新区","1","1"
"D45D09EB9DA104F2E053C0A884B57C68","6757","苏州市采芝灵药房连锁有限公司华庭店","苏州市惠宇华庭物业配套用房（商业）项目01-02号","药店","无等级","一级及以下","姑苏区","1","1"
"d317c6ed7a5a01e8e053c0a880851536","Z061","常熟启帆中医门诊部有限公司","常熟市虞山街道县南街88-10号","诊所","其他","其他","常熟市","1","1"
"D45D09EBA02404F2E053C0A884B57C68","4080","苏州工业园区景天驰扶阳中医诊所","苏州工业园区唯华路3号君地商务广场10幢1401室","诊所","无等级","一级及以下","工业园区","1","1"
"D45D09EB9B6504F2E053C0A884B57C68","5542","苏州国润药房有限公司","苏州市相城区元和街道嘉元路472号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9B0B04F2E053C0A884B57C68","5847","苏州健生源医药连锁有限公司相城区望亭药店","苏州市相城区望亭镇鹤溪路88-3号","药店","无等级","一级及以下","相城区","1","1"
"D45D09EB9DBA04F2E053C0A884B57C68","6821","江苏百佳惠瑞丰大药房连锁有限公司苏州锦园店","苏州吴中经济开发区郭巷街道双湾锦园16幢103室、104室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9F7904F2E053C0A884B57C68","6435","苏州百世药房有限公司","西园路350号","药店","无等级","一级及以下","姑苏区","1","1"
"D45D09EBA07E04F2E053C0A884B57C68","6778","苏州敬泽堂大药房有限公司","苏州太湖国家旅游度假区香山街道伍相花园39幢107室","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB9E2E04F2E053C0A884B57C68","6603","苏州缘慈药房有限公司","苏州市吴中区木渎镇滨江美韵生活城41幢104、105、106号","药店","无等级","一级及以下","吴中区","1","1"
"D45D09EB99AA04F2E053C0A884B57C68","4168","苏州冶金门诊部","苏州市劳动路100号","诊所","无等级","一级及以下","姑苏区","1","1"
